input_time|conversation_id|count|intent|user_input| entity_name|entity_value|action|bot_reply|,,,,,,
2022-08-10 09:04:17.675207|a6cc2ffec20949188698fd0a4c03befe|U0|greet|/greet|,,,,,,
2022-08-10 09:04:17.675207|a6cc2ffec20949188698fd0a4c03befe|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student living, school services, etc. How can I help you?,
2022-11-10 13:52:17.325026|9731f20b13b24fd8a9a68e91b05493a8|U14|satisfy_rating|satisfy_3|,,,,,,
2022-11-10 13:52:17.325100|9731f20b13b24fd8a9a68e91b05493a8|B19|||||utter_interaction|Are you satisfied with how the chatbot interacted with you?,,,,,,
2022-11-10 13:52:17.325156|9731f20b13b24fd8a9a68e91b05493a8|U15|interaction_rating|interaction_4|,,,,,,
2022-11-10 13:52:17.325230|9731f20b13b24fd8a9a68e91b05493a8|B20|||||utter_preference|To what extent will you prefer the chatbot over Google search for the answers?,,,,,,
2022-11-10 13:52:17.325286|9731f20b13b24fd8a9a68e91b05493a8|U16|preference_rating|preference_4|,,,,,,
2022-11-10 13:52:17.325376|9731f20b13b24fd8a9a68e91b05493a8|B21|||||utter_future_use|Will you choose the chatbot to find UofSC info for the future use?,,,,,,
2022-11-10 13:52:17.325434|9731f20b13b24fd8a9a68e91b05493a8|U17|future_use_rating|future_use_5|,,,,,,
2022-11-10 13:52:17.325507|9731f20b13b24fd8a9a68e91b05493a8|B22|||||utter_overall_rating|What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 13:52:17.325567|9731f20b13b24fd8a9a68e91b05493a8|U18|overall_rating|overall_4|,,,,,,
2022-11-10 13:52:17.325644|9731f20b13b24fd8a9a68e91b05493a8|B23|||||utter_prefinish_1|Thanks, that's all for the feedbacks. The last part is regarding your demographic information.,,,,,
2022-11-10 13:52:17.325678|9731f20b13b24fd8a9a68e91b05493a8|B24|||||utter_current_student|Are you currently a student studying less than 2 years at UofSC?,,,,,,
2022-11-10 13:52:17.325711|9731f20b13b24fd8a9a68e91b05493a8|U19|answer_current_student|answer_current_student_2|,,,,,,
2022-11-10 13:52:17.325754|9731f20b13b24fd8a9a68e91b05493a8|B25|||||utter_gender|What's your gender?,,,,,,
2022-11-10 13:52:17.325786|9731f20b13b24fd8a9a68e91b05493a8|U20|answer_gender|gender_1|,,,,,,
2022-11-10 13:52:17.325829|9731f20b13b24fd8a9a68e91b05493a8|B26|||||utter_age|What's your age?,,,,,,
2022-11-10 13:52:17.325861|9731f20b13b24fd8a9a68e91b05493a8|U21|answer_age|age_2|,,,,,,
2022-11-10 13:52:17.325904|9731f20b13b24fd8a9a68e91b05493a8|B27|||||utter_marriage|Are you married?,,,,,,
2022-11-10 13:52:17.325937|9731f20b13b24fd8a9a68e91b05493a8|U22|answer_marriage|marriage_2|,,,,,,
2022-11-10 13:52:17.325980|9731f20b13b24fd8a9a68e91b05493a8|B28|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 13:52:17.326012|9731f20b13b24fd8a9a68e91b05493a8|U23|answer_education|education_3|,,,,,,
2022-11-10 13:52:17.326055|9731f20b13b24fd8a9a68e91b05493a8|B29|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
 ,,,,,,
 【Conversation ended】,,,,,,
2022-11-10 14:29:17.738177|bbea9a2957864406b5fc7c886fae4280|U0|greet|/greet|,,,,,,
2022-11-10 14:29:17.738262|bbea9a2957864406b5fc7c886fae4280|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 14:29:17.738321|bbea9a2957864406b5fc7c886fae4280|U1|nlu_fallback|what are the avaliable dorms?|,,,,,,
2022-11-10 14:29:17.738394|bbea9a2957864406b5fc7c886fae4280|B1|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 14:29:17.738450|bbea9a2957864406b5fc7c886fae4280|U2|campus|What is there to eat on campus?|,,,,,,
2022-11-10 14:29:17.738520|bbea9a2957864406b5fc7c886fae4280|B2|||||utter_campus|Please check the campus buildings and facilities at https://sc.edu/about/offices_and_divisions/student_affairs/our_facilities/index.php. Also, there is an interactive campus maps: https://www.sc.edu/visit/map/ ,,,,,
2022-11-10 14:29:17.738574|bbea9a2957864406b5fc7c886fae4280|B3|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 14:29:17.738633|bbea9a2957864406b5fc7c886fae4280|U3|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 14:29:17.738702|bbea9a2957864406b5fc7c886fae4280|B4|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 14:29:17.738753|bbea9a2957864406b5fc7c886fae4280|U4|deadline_transfer|what is the application deadline?|,,,,,,
2022-11-10 14:29:17.738822|bbea9a2957864406b5fc7c886fae4280|B5|||||utter_deadline_transfer|It may vary in different years. For 2022: Spring 2022 application deadline: November 1 Spring 2022 credentials deadline: December 19 Fall 2022 application deadline: July 1 Fall 2022 credentials deadline (including official transcripts): July 15 Summer 2022 (Classes begin in June) Summer 2022 application deadline: May 1 Summer 2022 credentials deadline (including official transcripts): May 15,,,,,,
2022-11-10 14:29:17.738881|bbea9a2957864406b5fc7c886fae4280|B6|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 14:29:17.738935|bbea9a2957864406b5fc7c886fae4280|U5|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 14:29:17.739003|bbea9a2957864406b5fc7c886fae4280|B7|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 14:29:17.739054|bbea9a2957864406b5fc7c886fae4280|U6|housing_price|how much does the meal plan cost?|,,,,,,
2022-11-10 14:29:17.739122|bbea9a2957864406b5fc7c886fae4280|B8|||||utter_housing_price|The resident on-campus housing price varies from $3100 to $6600 per semester. For more details, please refer to the webpage: https://sc.edu/about/offices_and_divisions/housing/index.php; The off-campus apartment price in Columbia ranges from 500-1500 USD. A room can be found at 350-600 USD. Columbia offers a range of traditional, family-friendly housing options and apartments. You can widen your search on websites such as ApartmentFinder.com, ApartmentList.com, Zillow.com, Trulia.com, and Homes.com.
2022-11-10 14:29:17.739180|bbea9a2957864406b5fc7c886fae4280|B9|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 14:29:17.739233|bbea9a2957864406b5fc7c886fae4280|U7|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 14:29:17.739301|bbea9a2957864406b5fc7c886fae4280|B10|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 14:29:17.739353|bbea9a2957864406b5fc7c886fae4280|U8|access_application|Where do I apply?|,,,,,,
2022-11-10 14:29:17.739454|bbea9a2957864406b5fc7c886fae4280|U9|deny|No|,,,,,,
2022-11-10 14:29:17.739520|bbea9a2957864406b5fc7c886fae4280|B11|||||utter_ask_short_feedback|Please just give us an overall feedback. What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 14:29:17.739577|bbea9a2957864406b5fc7c886fae4280|U10|short_feedback_rating|short_3|,,,,,,
2022-11-10 14:29:17.739645|bbea9a2957864406b5fc7c886fae4280|B12|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
2022-11-10 14:30:34.861883|bbea9a2957864406b5fc7c886fae4280|U0|greet|/greet|,,,,,,
2022-11-10 14:30:34.861977|bbea9a2957864406b5fc7c886fae4280|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 14:30:34.862043|bbea9a2957864406b5fc7c886fae4280|U1|nlu_fallback|what are the avaliable dorms?|,,,,,,
2022-11-10 14:30:34.862123|bbea9a2957864406b5fc7c886fae4280|B1|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 14:30:34.862184|bbea9a2957864406b5fc7c886fae4280|U2|campus|What is there to eat on campus?|,,,,,,
2022-11-10 14:30:34.862261|bbea9a2957864406b5fc7c886fae4280|B2|||||utter_campus|Please check the campus buildings and facilities at https://sc.edu/about/offices_and_divisions/student_affairs/our_facilities/index.php. Also, there is an interactive campus maps: https://www.sc.edu/visit/map/ ,,,,,
2022-11-10 14:30:34.862321|bbea9a2957864406b5fc7c886fae4280|B3|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 14:30:34.862386|bbea9a2957864406b5fc7c886fae4280|U3|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 14:30:34.862464|bbea9a2957864406b5fc7c886fae4280|B4|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 14:30:34.862522|bbea9a2957864406b5fc7c886fae4280|U4|deadline_transfer|what is the application deadline?|,,,,,,
2022-11-10 14:30:34.862597|bbea9a2957864406b5fc7c886fae4280|B5|||||utter_deadline_transfer|It may vary in different years. For 2022: Spring 2022 application deadline: November 1 Spring 2022 credentials deadline: December 19 Fall 2022 application deadline: July 1 Fall 2022 credentials deadline (including official transcripts): July 15 Summer 2022 (Classes begin in June) Summer 2022 application deadline: May 1 Summer 2022 credentials deadline (including official transcripts): May 15,,,,,,
2022-11-10 14:30:34.862661|bbea9a2957864406b5fc7c886fae4280|B6|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 14:30:34.862720|bbea9a2957864406b5fc7c886fae4280|U5|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 14:30:34.862796|bbea9a2957864406b5fc7c886fae4280|B7|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 14:30:34.862853|bbea9a2957864406b5fc7c886fae4280|U6|housing_price|how much does the meal plan cost?|,,,,,,
2022-11-10 14:30:34.862929|bbea9a2957864406b5fc7c886fae4280|B8|||||utter_housing_price|The resident on-campus housing price varies from $3100 to $6600 per semester. For more details, please refer to the webpage: https://sc.edu/about/offices_and_divisions/housing/index.php; The off-campus apartment price in Columbia ranges from 500-1500 USD. A room can be found at 350-600 USD. Columbia offers a range of traditional, family-friendly housing options and apartments. You can widen your search on websites such as ApartmentFinder.com, ApartmentList.com, Zillow.com, Trulia.com, and Homes.com.
2022-11-10 14:30:34.862996|bbea9a2957864406b5fc7c886fae4280|B9|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 14:30:34.863054|bbea9a2957864406b5fc7c886fae4280|U7|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 14:30:34.863130|bbea9a2957864406b5fc7c886fae4280|B10|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 14:30:34.863187|bbea9a2957864406b5fc7c886fae4280|U8|access_application|Where do I apply?|,,,,,,
2022-11-10 14:30:34.863300|bbea9a2957864406b5fc7c886fae4280|U9|deny|No|,,,,,,
2022-11-10 14:30:34.863375|bbea9a2957864406b5fc7c886fae4280|B11|||||utter_ask_short_feedback|Please just give us an overall feedback. What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 14:30:34.863438|bbea9a2957864406b5fc7c886fae4280|U10|short_feedback_rating|short_3|,,,,,,
2022-11-10 14:30:34.863514|bbea9a2957864406b5fc7c886fae4280|B12|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
2022-11-10 14:30:34.863705|bbea9a2957864406b5fc7c886fae4280|U11|goodbye|bye|,,,,,,
2022-11-10 14:30:34.863780|bbea9a2957864406b5fc7c886fae4280|B13|||||utter_ask_ratings|Could you give us some feedbacks regarding your experience? There will be 5 questions. ,,,,,,
2022-11-10 14:30:34.863839|bbea9a2957864406b5fc7c886fae4280|U12|affirm|Yes|,,,,,,
2022-11-10 14:30:34.863915|bbea9a2957864406b5fc7c886fae4280|B14|||||utter_answers_satisfaction|Are you satisfied with the answers to your questions?,,,,,,
2022-11-10 14:30:34.863972|bbea9a2957864406b5fc7c886fae4280|U13|satisfy_rating|satisfy_3|,,,,,,
2022-11-10 14:30:34.864049|bbea9a2957864406b5fc7c886fae4280|B15|||||utter_interaction|Are you satisfied with how the chatbot interacted with you?,,,,,,
2022-11-10 14:30:34.864106|bbea9a2957864406b5fc7c886fae4280|U14|interaction_rating|interaction_4|,,,,,,
2022-11-10 14:30:34.864181|bbea9a2957864406b5fc7c886fae4280|B16|||||utter_preference|To what extent will you prefer the chatbot over Google search for the answers?,,,,,,
2022-11-10 14:30:34.864238|bbea9a2957864406b5fc7c886fae4280|U15|preference_rating|preference_3|,,,,,,
2022-11-10 14:30:34.864312|bbea9a2957864406b5fc7c886fae4280|B17|||||utter_future_use|Will you choose the chatbot to find UofSC info for the future use?,,,,,,
2022-11-10 14:30:34.864370|bbea9a2957864406b5fc7c886fae4280|U16|future_use_rating|future_use_2|,,,,,,
2022-11-10 14:30:34.864444|bbea9a2957864406b5fc7c886fae4280|B18|||||utter_overall_rating|What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 14:30:34.864506|bbea9a2957864406b5fc7c886fae4280|U17|overall_rating|overall_3|,,,,,,
2022-11-10 14:30:34.864581|bbea9a2957864406b5fc7c886fae4280|B19|||||utter_prefinish_1|Thanks, that's all for the feedbacks. The last part is regarding your demographic information.,,,,,
2022-11-10 14:30:34.864639|bbea9a2957864406b5fc7c886fae4280|B20|||||utter_current_student|Are you currently a student studying less than 2 years at UofSC?,,,,,,
2022-11-10 14:30:34.864696|bbea9a2957864406b5fc7c886fae4280|U18|answer_current_student|answer_current_student_1|,,,,,,
2022-11-10 14:30:34.864771|bbea9a2957864406b5fc7c886fae4280|B21|||||utter_gender|What's your gender?,,,,,,
2022-11-10 14:30:34.864828|bbea9a2957864406b5fc7c886fae4280|U19|answer_gender|gender_2|,,,,,,
2022-11-10 14:30:34.864904|bbea9a2957864406b5fc7c886fae4280|B22|||||utter_age|What's your age?,,,,,,
2022-11-10 14:30:34.864960|bbea9a2957864406b5fc7c886fae4280|U20|answer_age|age_1|,,,,,,
2022-11-10 14:30:34.865035|bbea9a2957864406b5fc7c886fae4280|B23|||||utter_marriage|Are you married?,,,,,,
2022-11-10 14:30:34.865092|bbea9a2957864406b5fc7c886fae4280|U21|answer_marriage|marriage_2|,,,,,,
2022-11-10 14:30:34.865167|bbea9a2957864406b5fc7c886fae4280|B24|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 14:30:34.865224|bbea9a2957864406b5fc7c886fae4280|U22|answer_education|education_1|,,,,,,
2022-11-10 14:30:34.865298|bbea9a2957864406b5fc7c886fae4280|B25|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
 ,,,,,,
 【Conversation ended】,,,,,,
2022-11-10 15:32:33.729487|e6622f04321b4f26a2cbdaf918653264|U0|greet|/greet|,,,,,,
2022-11-10 15:32:33.729594|e6622f04321b4f26a2cbdaf918653264|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 15:32:33.729667|e6622f04321b4f26a2cbdaf918653264|U1|access_application|How to apply|,,,,,,
2022-11-10 15:32:33.729741|e6622f04321b4f26a2cbdaf918653264|B1|||||utter_access_application|Please refer to the webpage: https://sc.edu/apply/index.php ,,,,,,
2022-11-10 15:32:33.729796|e6622f04321b4f26a2cbdaf918653264|B2|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 15:32:33.729850|e6622f04321b4f26a2cbdaf918653264|U2|affirm|yes|,,,,,,
2022-11-10 15:32:33.729909|e6622f04321b4f26a2cbdaf918653264|B3|||||utter_answers_satisfaction|Are you satisfied with the answers to your questions?,,,,,,
2022-11-10 15:32:33.729951|e6622f04321b4f26a2cbdaf918653264|U3|coronavirus|5|,,,,,,
2022-11-10 15:32:33.730038|e6622f04321b4f26a2cbdaf918653264|U4|application_fee|what is the fee amount|,,,,,,
2022-11-10 15:32:33.730095|e6622f04321b4f26a2cbdaf918653264|B4|||||utter_application_fee|The application fee for undergradute is $65 (Common Application Fee without waiver);for general graduate program is $50. Other applications may cost more.,,,,,,
2022-11-10 15:32:33.730138|e6622f04321b4f26a2cbdaf918653264|B5|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 15:32:33.730182|e6622f04321b4f26a2cbdaf918653264|U5|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 15:32:33.730239|e6622f04321b4f26a2cbdaf918653264|B6|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 15:32:33.730281|e6622f04321b4f26a2cbdaf918653264|U6|find_place|is there a good place to stay|,,,,,,
2022-11-10 15:32:33.730368|e6622f04321b4f26a2cbdaf918653264|U7|find_place|Is there a place to stay|,,,,,,
2022-11-10 15:32:33.730455|e6622f04321b4f26a2cbdaf918653264|U8|find_place|how to find a place to stay|,,,,,,
2022-11-10 15:32:33.730542|e6622f04321b4f26a2cbdaf918653264|U9|goodbye|bye|,,,,,,
2022-11-10 15:32:33.730599|e6622f04321b4f26a2cbdaf918653264|B7|||||utter_ask_ratings|Could you give us some feedbacks regarding your experience? There will be 5 questions. ,,,,,,
2022-11-10 15:32:33.730641|e6622f04321b4f26a2cbdaf918653264|U10|affirm|Yes|,,,,,,
2022-11-10 15:32:33.730698|e6622f04321b4f26a2cbdaf918653264|B8|||||utter_answers_satisfaction|Are you satisfied with the answers to your questions?,,,,,,
2022-11-10 15:32:33.730740|e6622f04321b4f26a2cbdaf918653264|U11|satisfy_rating|satisfy_4|,,,,,,
2022-11-10 15:32:33.730797|e6622f04321b4f26a2cbdaf918653264|B9|||||utter_interaction|Are you satisfied with how the chatbot interacted with you?,,,,,,
2022-11-10 15:32:33.730839|e6622f04321b4f26a2cbdaf918653264|U12|interaction_rating|interaction_5|,,,,,,
2022-11-10 15:32:33.732273|e6622f04321b4f26a2cbdaf918653264|B10|||||utter_preference|To what extent will you prefer the chatbot over Google search for the answers?,,,,,,
2022-11-10 15:32:33.732319|e6622f04321b4f26a2cbdaf918653264|U13|preference_rating|preference_4|,,,,,,
2022-11-10 15:32:33.732380|e6622f04321b4f26a2cbdaf918653264|B11|||||utter_future_use|Will you choose the chatbot to find UofSC info for the future use?,,,,,,
2022-11-10 15:32:33.732412|e6622f04321b4f26a2cbdaf918653264|U14|future_use_rating|future_use_4|,,,,,,
2022-11-10 15:32:33.732454|e6622f04321b4f26a2cbdaf918653264|B12|||||utter_overall_rating|What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 15:32:33.732491|e6622f04321b4f26a2cbdaf918653264|U15|overall_rating|overall_4|,,,,,,
2022-11-10 15:32:33.732559|e6622f04321b4f26a2cbdaf918653264|B13|||||utter_prefinish_1|Thanks, that's all for the feedbacks. The last part is regarding your demographic information.,,,,,
2022-11-10 15:32:33.732592|e6622f04321b4f26a2cbdaf918653264|B14|||||utter_current_student|Are you currently a student studying less than 2 years at UofSC?,,,,,,
2022-11-10 15:32:33.732623|e6622f04321b4f26a2cbdaf918653264|U16|answer_current_student|answer_current_student_1|,,,,,,
2022-11-10 15:32:33.732665|e6622f04321b4f26a2cbdaf918653264|B15|||||utter_gender|What's your gender?,,,,,,
2022-11-10 15:32:33.732706|e6622f04321b4f26a2cbdaf918653264|U17|answer_gender|gender_1|,,,,,,
2022-11-10 15:32:33.732747|e6622f04321b4f26a2cbdaf918653264|B16|||||utter_age|What's your age?,,,,,,
2022-11-10 15:32:33.732778|e6622f04321b4f26a2cbdaf918653264|U18|answer_age|age_3|,,,,,,
2022-11-10 15:32:33.732818|e6622f04321b4f26a2cbdaf918653264|B17|||||utter_marriage|Are you married?,,,,,,
2022-11-10 15:32:33.732850|e6622f04321b4f26a2cbdaf918653264|U19|answer_marriage|marriage_3|,,,,,,
2022-11-10 15:32:33.732890|e6622f04321b4f26a2cbdaf918653264|B18|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 15:32:33.732922|e6622f04321b4f26a2cbdaf918653264|U20|answer_education|education_3|,,,,,,
2022-11-10 15:32:33.732963|e6622f04321b4f26a2cbdaf918653264|B19|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
 ,,,,,,
 【Conversation ended】,,,,,,
2022-11-10 17:22:42.006865|c14e8eaf02dd49e4a29efe77872aba0f|U0|greet|/greet|,,,,,,
2022-11-10 17:22:42.006959|c14e8eaf02dd49e4a29efe77872aba0f|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 17:22:42.007023|c14e8eaf02dd49e4a29efe77872aba0f|U1|campus|Where is a good place to eat on campus?|,,,,,,
2022-11-10 17:22:42.007103|c14e8eaf02dd49e4a29efe77872aba0f|B1|||||utter_campus|Please check the campus buildings and facilities at https://sc.edu/about/offices_and_divisions/student_affairs/our_facilities/index.php. Also, there is an interactive campus maps: https://www.sc.edu/visit/map/ ,,,,,
2022-11-10 17:22:42.007165|c14e8eaf02dd49e4a29efe77872aba0f|B2|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 17:22:42.007231|c14e8eaf02dd49e4a29efe77872aba0f|U2|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 17:22:42.007309|c14e8eaf02dd49e4a29efe77872aba0f|B3|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 17:22:42.007366|c14e8eaf02dd49e4a29efe77872aba0f|U3|nlu_fallback|Is there housing near the horshoe?|,,,,,,
2022-11-10 17:22:42.007442|c14e8eaf02dd49e4a29efe77872aba0f|B4|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 17:22:42.007500|c14e8eaf02dd49e4a29efe77872aba0f|U4|nlu_fallback|Are there any dorms on the north side of campus?|,,,,,,
2022-11-10 17:22:42.007575|c14e8eaf02dd49e4a29efe77872aba0f|B5|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 17:22:42.007632|c14e8eaf02dd49e4a29efe77872aba0f|U5|available_jobs|Where is available housing on campus?|,,,,,,
2022-11-10 17:22:42.007707|c14e8eaf02dd49e4a29efe77872aba0f|B6|||||utter_available_jobs|There's a wide range of employment opportunities on campus designed to develop your essential, marketable skills. Please refer to the webpage:  https://sc.edu/about/employment/student-employment/index.php  ,,,,,
 ,,,,,,
 Also, there are lots of graduate assistant postions for graduate students: https://sc.edu/study/colleges_schools/graduate_school/paying_for_graduate_school/assistantships/index.php ,,,,,
2022-11-10 17:22:42.007782|c14e8eaf02dd49e4a29efe77872aba0f|B7|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 17:22:42.007845|c14e8eaf02dd49e4a29efe77872aba0f|U6|helpfulness_rating|helpfulness_2|,,,,,,
2022-11-10 17:22:42.007922|c14e8eaf02dd49e4a29efe77872aba0f|B8|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 17:22:42.007979|c14e8eaf02dd49e4a29efe77872aba0f|U7|tuition_fee|How much does tuition cost?|,,,,,,
2022-11-10 17:22:42.008055|c14e8eaf02dd49e4a29efe77872aba0f|B9|||||utter_tuition_fee|The estimated tuition and technology fee for the S.C. residents is $ 12,688, for nonresidents is $33,928. For more details, please refer to the webpage: https://sc.edu/about/offices_and_divisions/undergraduate_admissions/tuition_scholarships/tuition/index.php,,
2022-11-10 17:22:42.008117|c14e8eaf02dd49e4a29efe77872aba0f|B10|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 17:22:42.008178|c14e8eaf02dd49e4a29efe77872aba0f|U8|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 17:22:42.008255|c14e8eaf02dd49e4a29efe77872aba0f|B11|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 17:22:42.008312|c14e8eaf02dd49e4a29efe77872aba0f|U9|housing_price|How much does the meal plan cost?|,,,,,,
2022-11-10 17:22:42.008389|c14e8eaf02dd49e4a29efe77872aba0f|B12|||||utter_housing_price|The resident on-campus housing price varies from $3100 to $6600 per semester. For more details, please refer to the webpage: https://sc.edu/about/offices_and_divisions/housing/index.php; The off-campus apartment price in Columbia ranges from 500-1500 USD. A room can be found at 350-600 USD. Columbia offers a range of traditional, family-friendly housing options and apartments. You can widen your search on websites such as ApartmentFinder.com, ApartmentList.com, Zillow.com, Trulia.com, and Homes.com.
2022-11-10 17:22:42.008456|c14e8eaf02dd49e4a29efe77872aba0f|B13|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 17:22:42.008515|c14e8eaf02dd49e4a29efe77872aba0f|U10|helpfulness_rating|helpfulness_2|,,,,,,
2022-11-10 17:22:42.008593|c14e8eaf02dd49e4a29efe77872aba0f|B14|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 17:22:42.008649|c14e8eaf02dd49e4a29efe77872aba0f|U11|deadline_transfer|When is the Fall 2023 application deadline?|,,,,,,
2022-11-10 17:22:42.008725|c14e8eaf02dd49e4a29efe77872aba0f|B15|||||utter_deadline_transfer|It may vary in different years. For 2022: Spring 2022 application deadline: November 1 Spring 2022 credentials deadline: December 19 Fall 2022 application deadline: July 1 Fall 2022 credentials deadline (including official transcripts): July 15 Summer 2022 (Classes begin in June) Summer 2022 application deadline: May 1 Summer 2022 credentials deadline (including official transcripts): May 15,,,,,,
2022-11-10 17:22:42.008789|c14e8eaf02dd49e4a29efe77872aba0f|B16|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 17:22:42.008849|c14e8eaf02dd49e4a29efe77872aba0f|U12|helpfulness_rating|helpfulness_2|,,,,,,
2022-11-10 17:22:42.008928|c14e8eaf02dd49e4a29efe77872aba0f|B17|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 17:22:42.008984|c14e8eaf02dd49e4a29efe77872aba0f|U13|goodbye|Bye|,,,,,,
2022-11-10 17:22:42.009061|c14e8eaf02dd49e4a29efe77872aba0f|B18|||||utter_ask_ratings|Could you give us some feedbacks regarding your experience? There will be 5 questions. ,,,,,,
2022-11-10 17:22:42.009119|c14e8eaf02dd49e4a29efe77872aba0f|U14|affirm|Yes|,,,,,,
2022-11-10 17:22:42.009193|c14e8eaf02dd49e4a29efe77872aba0f|B19|||||utter_answers_satisfaction|Are you satisfied with the answers to your questions?,,,,,,
2022-11-10 17:22:42.009251|c14e8eaf02dd49e4a29efe77872aba0f|U15|satisfy_rating|satisfy_2|,,,,,,
2022-11-10 17:22:42.009328|c14e8eaf02dd49e4a29efe77872aba0f|B20|||||utter_interaction|Are you satisfied with how the chatbot interacted with you?,,,,,,
2022-11-10 17:22:42.009401|c14e8eaf02dd49e4a29efe77872aba0f|U16|interaction_rating|interaction_4|,,,,,,
2022-11-10 17:22:42.009477|c14e8eaf02dd49e4a29efe77872aba0f|B21|||||utter_preference|To what extent will you prefer the chatbot over Google search for the answers?,,,,,,
2022-11-10 17:22:42.009534|c14e8eaf02dd49e4a29efe77872aba0f|U17|preference_rating|preference_1|,,,,,,
2022-11-10 17:22:42.009610|c14e8eaf02dd49e4a29efe77872aba0f|B22|||||utter_future_use|Will you choose the chatbot to find UofSC info for the future use?,,,,,,
2022-11-10 17:22:42.009668|c14e8eaf02dd49e4a29efe77872aba0f|U18|future_use_rating|future_use_1|,,,,,,
2022-11-10 17:22:42.009750|c14e8eaf02dd49e4a29efe77872aba0f|B23|||||utter_overall_rating|What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
